awardYear,category,name,gender,birth_date,affiliation_1,birth_cityNow,birth_countryNow,motivation,award_link,laureate_link,age,affiliation_country,affiliation_zone,birth_zone,affiliation_lat,affiliation_lon,affiliation_zone_lat,affiliation_zone_lon,birth_lat,birth_lon,birth_zone_lat,birth_zone_lon
1913,Literature,Rabindranath Tagore,male,1861-05-07,,Calcutta,India,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1913,http://masterdataapi.nobelprize.org/2/laureate/583,52,,,India,0.0,0.0,0.0,0.0,20.6,78.66,20.6,78.66
1913,Peace,Henri La Fontaine,male,1854-04-22,,Brussels,Belgium,for his unparalleled contribution to the organization of peaceful internationalism,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1913,http://masterdataapi.nobelprize.org/2/laureate/481,59,,,Europe,0.0,0.0,0.0,0.0,50.67,4.86,48.55,5.72
1913,Medicine,Charles Richet,male,1850-08-26,"Sorbonne University, Paris, France",Paris,France,in recognition of his work on anaphylaxis,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1913,http://masterdataapi.nobelprize.org/2/laureate/307,63,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1913,Chemistry,Alfred Werner,male,1866-12-12,"University of Zurich, Zurich, Switzerland",Mulhouse,France,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1913,http://masterdataapi.nobelprize.org/2/laureate/174,47,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,46.97,2.7,48.55,5.72
1913,Physics,Heike Kamerlingh Onnes,male,1853-09-21,"Leiden University, Leiden, the Netherlands",Groningen,the Netherlands,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1913,http://masterdataapi.nobelprize.org/2/laureate/18,60,the Netherlands,Europe,Europe,52.52,5.74,48.55,5.72,52.52,5.74,48.55,5.72
1914,Physics,Max von Laue,male,1879-10-09,"Frankfurt-on-the-Main University, Frankfurt-on-the-Main, Germany",Pfaffendorf,Germany,for his discovery of the diffraction of X-rays by crystals,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1914,http://masterdataapi.nobelprize.org/2/laureate/19,35,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1914,Chemistry,Theodore W. Richards,male,1868-01-31,"Harvard University, Cambridge, MA, USA","Germantown, PA",USA,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1914,http://masterdataapi.nobelprize.org/2/laureate/175,46,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1914,Medicine,Robert Bárány,male,1876-04-22,"Vienna University, Vienna, Austria",Vienna,Austria,for his work on the physiology and pathology of the vestibular apparatus,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1914,http://masterdataapi.nobelprize.org/2/laureate/308,38,Austria,Europe,Europe,47.35,14.47,48.55,5.72,47.35,14.47,48.55,5.72
1915,Chemistry,Richard Willstätter,male,1872-08-13,"Munich University, Munich, Germany",Karlsruhe,Germany,"for his researches on plant pigments, especially chlorophyll",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1915,http://masterdataapi.nobelprize.org/2/laureate/176,43,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1915,Literature,Romain Rolland,male,1866-01-29,,Clamecy,France,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1915,http://masterdataapi.nobelprize.org/2/laureate/584,49,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
1915,Physics,William Bragg,male,1862-07-02,"University College, London, United Kingdom",Wigton,United Kingdom,for their services in the analysis of crystal structure by means of X-rays,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1915,http://masterdataapi.nobelprize.org/2/laureate/20,53,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1915,Physics,Lawrence Bragg,male,1890-03-31,"Victoria University, Manchester, United Kingdom",Adelaide,Australia,for their services in the analysis of crystal structure by means of X-rays,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1915,http://masterdataapi.nobelprize.org/2/laureate/21,25,United Kingdom,Europe,Australia,52.94,-1.23,48.55,5.72,-26.32,134.63,-26.32,134.63
1916,Literature,Verner von Heidenstam,male,1859-07-06,,Olshammar,Sweden,in recognition of his significance as the leading representative of a new era in our literature,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1916,http://masterdataapi.nobelprize.org/2/laureate/585,57,,,Europe,0.0,0.0,0.0,0.0,60.8,15.21,48.55,5.72
1917,Literature,Karl Gjellerup,male,1857-06-02,,Roholte,Denmark,"for his varied and rich poetry, which is inspired by lofty ideals",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1917,http://masterdataapi.nobelprize.org/2/laureate/586,60,,,Europe,0.0,0.0,0.0,0.0,56.31,9.69,48.55,5.72
1917,Literature,Henrik Pontoppidan,male,1857-07-24,,Fredericia,Denmark,for his authentic descriptions of present-day life in Denmark,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1917,http://masterdataapi.nobelprize.org/2/laureate/587,60,,,Europe,0.0,0.0,0.0,0.0,56.31,9.69,48.55,5.72
1917,Physics,Charles Glover Barkla,male,1877-06-07,"Edinburgh University, Edinburgh, United Kingdom",Widnes,United Kingdom,for his discovery of the characteristic R&ouml;ntgen radiation of the elements,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1917,http://masterdataapi.nobelprize.org/2/laureate/22,40,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1918,Chemistry,Fritz Haber,male,1868-12-09,"Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie, Berlin-Dahlem, Germany",Wroclaw,Poland,for the synthesis of ammonia from its elements,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1918,http://masterdataapi.nobelprize.org/2/laureate/177,50,Germany,Europe,Poland,51.42,10.6,48.55,5.72,0.0,0.0,0.0,0.0
1918,Physics,Max Planck,male,1858-04-23,"Berlin University, Berlin, Germany",Kiel,Germany,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1918,http://masterdataapi.nobelprize.org/2/laureate/23,60,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1919,Physics,Johannes Stark,male,1874-04-15,"Greifswald University, Greifswald, Germany",Schickenhof,Germany,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1919,http://masterdataapi.nobelprize.org/2/laureate/24,45,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1919,Medicine,Jules Bordet,male,1870-06-13,"Brussels University, Brussels, Belgium",Soignies,Belgium,for his discoveries relating to immunity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1919,http://masterdataapi.nobelprize.org/2/laureate/309,49,Belgium,Europe,Europe,50.67,4.86,48.55,5.72,50.67,4.86,48.55,5.72
1919,Literature,Carl Spitteler,male,1845-04-24,,Liestal,Switzerland,"in special appreciation of his epic, <I>Olympian Spring</I>",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1919,http://masterdataapi.nobelprize.org/2/laureate/588,74,,,Europe,0.0,0.0,0.0,0.0,47.0,8.43,48.55,5.72
1919,Peace,Woodrow Wilson,male,1856-12-28,,"Staunton, VA",USA,for his role as founder of the League of Nations,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1919,http://masterdataapi.nobelprize.org/2/laureate/483,63,,,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
1920,Peace,Léon Bourgeois,male,1851-05-21,,Paris,France,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1920,http://masterdataapi.nobelprize.org/2/laureate/484,69,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
1920,Chemistry,Walther Nernst,male,1864-06-25,"Berlin University, Berlin, Germany",Briesen,Germany,in recognition of his work in thermochemistry,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1920,http://masterdataapi.nobelprize.org/2/laureate/178,56,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1920,Physics,Charles Edouard Guillaume,male,1861-02-15,"Bureau International des Poids et Mesures (International Bureau of Weights and Measures), Sèvres, France",Fleurier,Switzerland,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1920,http://masterdataapi.nobelprize.org/2/laureate/25,59,France,Europe,Europe,46.97,2.7,48.55,5.72,47.0,8.43,48.55,5.72
1920,Literature,Knut Hamsun,male,1859-08-04,,Lom,Norway,"for his monumental work, <I>Growth of the Soil</I>",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1920,http://masterdataapi.nobelprize.org/2/laureate/589,61,,,Europe,0.0,0.0,0.0,0.0,61.19,8.66,48.55,5.72
1920,Medicine,August Krogh,male,1874-11-15,"Copenhagen University, Copenhagen, Denmark",Grenå,Denmark,for his discovery of the capillary motor regulating mechanism,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1920,http://masterdataapi.nobelprize.org/2/laureate/310,46,Denmark,Europe,Europe,56.31,9.69,48.55,5.72,56.31,9.69,48.55,5.72
1921,Physics,Albert Einstein,male,1879-03-14,"Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik, Berlin, Germany",Ulm,Germany,"for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1921,http://masterdataapi.nobelprize.org/2/laureate/26,42,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1921,Peace,Hjalmar Branting,male,1860-11-23,,Stockholm,Sweden,for their lifelong contributions to the cause of peace and organized internationalism,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1921,http://masterdataapi.nobelprize.org/2/laureate/485,61,,,Europe,0.0,0.0,0.0,0.0,60.8,15.21,48.55,5.72
1921,Literature,Anatole France,male,1844-04-16,,Paris,France,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1921,http://masterdataapi.nobelprize.org/2/laureate/590,77,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
1921,Chemistry,Frederick Soddy,male,1877-09-02,"University of Oxford, Oxford, United Kingdom",Eastbourne,United Kingdom,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1921,http://masterdataapi.nobelprize.org/2/laureate/179,44,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1921,Peace,Christian Lange,male,1869-09-17,,Stavanger,Norway,for their lifelong contributions to the cause of peace and organized internationalism,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1921,http://masterdataapi.nobelprize.org/2/laureate/486,52,,,Europe,0.0,0.0,0.0,0.0,61.19,8.66,48.55,5.72
1922,Peace,Fridtjof Nansen,male,1861-10-10,,Oslo,Norway,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1922,http://masterdataapi.nobelprize.org/2/laureate/487,61,,,Europe,0.0,0.0,0.0,0.0,61.19,8.66,48.55,5.72
1922,Physics,Niels Bohr,male,1885-10-07,"Copenhagen University, Copenhagen, Denmark",Copenhagen,Denmark,for his services in the investigation of the structure of atoms and of the radiation emanating from them,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1922,http://masterdataapi.nobelprize.org/2/laureate/27,37,Denmark,Europe,Europe,56.31,9.69,48.55,5.72,56.31,9.69,48.55,5.72
1922,Chemistry,Francis W. Aston,male,1877-09-01,"University of Cambridge, Cambridge, United Kingdom",Harborne,United Kingdom,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1922,http://masterdataapi.nobelprize.org/2/laureate/180,45,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1922,Literature,Jacinto Benavente,male,1866-08-12,,Madrid,Spain,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1922,http://masterdataapi.nobelprize.org/2/laureate/592,56,,,Europe,0.0,0.0,0.0,0.0,40.37,-3.14,48.55,5.72
1922,Medicine,Otto Meyerhof,male,1884-04-12,"Kiel University, Kiel, Germany",Hanover,Germany,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1922,http://masterdataapi.nobelprize.org/2/laureate/312,38,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1922,Medicine,Archibald V. Hill,male,1886-09-26,"London University, London, United Kingdom",Bristol,United Kingdom,for his discovery relating to the production of heat in the muscle,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1922,http://masterdataapi.nobelprize.org/2/laureate/311,36,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1923,Medicine,John Macleod,male,1876-09-06,"University of Toronto, Toronto, Canada",Cluny,Scotland,for the discovery of insulin,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1923,http://masterdataapi.nobelprize.org/2/laureate/314,47,Canada,North America,Scotland,54.98,-100.53,38.51,-100.3,0.0,0.0,0.0,0.0
1923,Chemistry,Fritz Pregl,male,1869-09-03,"Graz University, Graz, Austria",Ljubljana,Slovenia,for his invention of the method of micro-analysis of organic substances,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1923,http://masterdataapi.nobelprize.org/2/laureate/181,54,Austria,Europe,Slovenia,47.35,14.47,48.55,5.72,0.0,0.0,0.0,0.0
1923,Medicine,Frederick G. Banting,male,1891-11-14,"University of Toronto, Toronto, Canada",Alliston,Canada,for the discovery of insulin,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1923,http://masterdataapi.nobelprize.org/2/laureate/313,32,Canada,North America,North America,54.98,-100.53,38.51,-100.3,54.98,-100.53,38.51,-100.3
1923,Literature,William Butler Yeats,male,1865-06-13,,Dublin,Ireland,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1923,http://masterdataapi.nobelprize.org/2/laureate/593,58,,,Europe,0.0,0.0,0.0,0.0,53.39,-8.32,48.55,5.72
1923,Physics,Robert A. Millikan,male,1868-03-22,"California Institute of Technology (Caltech), Pasadena, CA, USA","Morrison, IL",USA,for his work on the elementary charge of electricity and on the photoelectric effect,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1923,http://masterdataapi.nobelprize.org/2/laureate/28,55,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1924,Physics,Manne Siegbahn,male,1886-12-03,"Uppsala University, Uppsala, Sweden",Örebro,Sweden,for his discoveries and research in the field of X-ray spectroscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1924,http://masterdataapi.nobelprize.org/2/laureate/29,38,Sweden,Europe,Europe,60.8,15.21,48.55,5.72,60.8,15.21,48.55,5.72
1924,Medicine,Willem Einthoven,male,1860-05-21,"Leiden University, Leiden, the Netherlands",Semarang,Indonesia,for his discovery of the mechanism of the electrocardiogram,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1924,http://masterdataapi.nobelprize.org/2/laureate/315,64,the Netherlands,Europe,Indonesia,52.52,5.74,48.55,5.72,0.0,0.0,0.0,0.0
